Ticker,Name,Market Cap,Sector,Industry
ESR.AX,ESTRELLA R FPO [ESR],41822880,Basic Materials,Other Industrial Metals & Mining
ETM.AX,ETRANSMIN FPO [ETM],101427120,Basic Materials,Other Industrial Metals & Mining
ETR.AX,"ETR.AX,0P00006XVC,0",N/A,N/A,N/A
EUR.AX,EUROLITH FPO [EUR],80930088,Basic Materials,Other Industrial Metals & Mining
EV1.AX,EVOLENERGY FPO [EV1],8340949,Basic Materials,Other Industrial Metals & Mining
EVE.AX,EVEHEALTH FPO [EVE],5274480,Consumer Defensive,Packaged Foods
EVG.AX,EVION FPO [EVG],8674075,Basic Materials,Other Industrial Metals & Mining
EVN.AX,EVOLUTION FPO [EVN],10304781312,Basic Materials,Gold
EVO.AX,EMBARK ED FPO [EVO],142198544,Consumer Defensive,Education & Training Services
EVR.AX,EVRESOURCE FPO [EVR],3625000,Basic Materials,Other Industrial Metals & Mining
EVS.AX,ENVIROSUIT FPO [EVS],72034504,Technology,Software - Application
EVT.AX,EVTLTD FPO [EVT],1820246400,Communication Services,Entertainment
EVZ.AX,EVZ LTD FPO [EVZ],21240800,Industrials,Engineering & Construction
EWC.AX,ENERGY WLD FPO [EWC],64657316,Utilities,Utilities - Independent Power Producers
EXL.AX,ELIXINOL FPO [EXL],9274440,Healthcare,Drug Manufacturers - Specialty & Generic
EXP.AX,EXPERNCECO FPO [EXP],109831264,Consumer Cyclical,Leisure
EXR.AX,ELIXIR NRG FPO [EXR],64627740,Energy,Oil & Gas E&P
EXT.AX,EXCITE FPO [EXT],17561000,Technology,Software - Infrastructure
EYE.AX,NOVA EYE FPO [EYE],41233140,Healthcare,Medical Devices
EZL.AX,EUROZ FPO [EZL],131157560,Financial Services,Asset Management
EZZ.AX,EZZ LIFE FPO [EZZ],126424176,Healthcare,Biotechnology
FAL.AX,FALCON FPO [FAL],23010000,Basic Materials,Gold
FAR.AX,FAR FPO [FAR],52673472,Energy,Oil & Gas E&P
FAU.AX,FIRST AU FPO [FAU],4143980,Basic Materials,Gold
FBM.AX,FUTURE BAT FPO [FBM],18629970,Basic Materials,Other Industrial Metals & Mining
FBR.AX,FASTBRICK FPO [FBR],192274672,Industrials,Farm & Heavy Construction Machinery
FBU.AX,FLETBUILD FPO NZX [FBU],2696620032,Basic Materials,Building Materials
FCG.AX,FREEDOM FPO [FCG],4007766,Healthcare,Medical Care Facilities
FCL.AX,FINEOS CDI 1:1 [FCL],649574400,Technology,Software - Infrastructure
FCT.AX,FIRSTWAVE FPO [FCT],41124480,Technology,Software - Infrastructure
FDR.AX,FINDER FPO [FDR],10802944,Energy,Oil & Gas E&P
FDV.AX,FRONT D V FPO [FDV],138745600,Communication Services,Internet Content & Information
FEG.AX,FAR EAST FPO [FEG],56613156,Basic Materials,Other Precious Metals & Mining
FEX.AX,FENIX RES FPO [FEX],192697696,Basic Materials,Steel
FFF.AX,FORBIDDEN FPO [FFF],5150006,Consumer Defensive,Packaged Foods
FFG.AX,FATFISH FPO [FFG],17023270,Financial Services,Capital Markets
FFI.AX,F.F.I.HOLD FPO [FFI],47002544,Consumer Defensive,Confectioners
FFM.AX,FFMLTD FPO [FFM],546912192,Basic Materials,Other Industrial Metals & Mining
FG1.AX,FLYNNGOLD FPO [FG1],6532900,Basic Materials,Gold
FGG.AX,FUTURE GLB FPO [FGG],560571136,Financial Services,Asset Management
FGH.AX,FORESTAGRP FPO [FGH],21032960,Basic Materials,Specialty Chemicals
FGR.AX,FIRSTGRAPH FPO [FGR],31489530,Basic Materials,Chemicals
FGX.AX,FUTURE AUS FPO [FGX],505259488,Financial Services,Asset Management
FHE.AX,FRONT ENER FPO [FHE],59232248,Utilities,Utilities - Renewable
FHS.AX,FREHIL MIN FPO [FHS],9235590,Basic Materials,Other Industrial Metals & Mining
FID.AX,FIDUCIANGP FPO [FID],277002880,Financial Services,Asset Management
FIN.AX,FINRESOURC FPO [FIN],2597076,Basic Materials,Other Industrial Metals & Mining
FL1.AX,FIRST LITH FPO [FL1],9998008,Basic Materials,Other Industrial Metals & Mining
FLC.AX,FLUENCE FPO [FLC],81072752,Industrials,Pollution & Treatment Controls
FLG.AX,N/A,9913876,Basic Materials,Other Industrial Metals & Mining
FLN.AX,FREELANCER FPO [FLN],74400976,Communication Services,Internet Content & Information
FLT.AX,FLIGHT CTR FPO [FLT],3560559360,Consumer Cyclical,Travel Services
FLX.AX,FELIX FPO [FLX],43967500,Technology,Software - Application
FME.AX,FUTURE MET FPO [FME],8625615,Basic Materials,Other Precious Metals & Mining
FMG.AX,FORTESCUE FPO [FMG],55205756928,Basic Materials,Other Industrial Metals & Mining
FML.AX,FOCUS MIN FPO [FML],57311804,Basic Materials,Gold
FMR.AX,FMR RES FPO [FMR],3980601,Communication Services,Internet Content & Information
FND.AX,FINDILIM FPO [FND],191494688,Technology,Software - Infrastructure
FNR.AX,FARNORTH FPO [FNR],10004555,Basic Materials,Gold
FNX.AX,FINEXIA FPO [FNX],17133600,Financial Services,Capital Markets
FOS.AX,FOS CAPITA FPO [FOS],18025044,Industrials,Electrical Equipment & Parts
FPC.AX,FATGBLCONT FPO [FPC],25876530,Financial Services,Asset Management
FPH.AX,F&P HEALTH FPO NZX [FPH],20104087552,Healthcare,Medical Instruments & Supplies
FPP.AX,FAT PR GPF UNITS [FPP],17270334,Real Estate,REIT - Diversified
FPR.AX,FLEETPART FPO [FPR],635473024,Industrials,Rental & Leasing Services
FRB.AX,FIREBIRD FPO [FRB],14947904,Basic Materials,Other Industrial Metals & Mining
FRE.AX,FIREBRICK FPO [FRE],13026757,Healthcare,Drug Manufacturers - General
FRI.AX,FINBAR FPO [FRI],217698416,Real Estate,Real Estate - Development
FRM.AX,FARM PRIDE FPO [FRM],27487000,Consumer Defensive,Farm Products
FRS.AX,FORREST FPO [FRS],3373664,Basic Materials,Other Precious Metals & Mining
FRW.AX,FREIGHTWAY FPO NZX [FRW],1710225536,Industrials,Integrated Freight & Logistics
FRX.AX,FLEXIROAM FPO [FRX],5142396,Communication Services,Telecom Services
FSA.AX,FSA GROUP FPO [FSA],97076800,Financial Services,Credit Services
FSF.AX,FONTERRA UNIT NZX [FSF],486584992,Consumer Defensive,Packaged Foods
FSG.AX,FIELD SOLU FPO [FSG],17015790,Communication Services,Telecom Services
FSI.AX,FLAGSHIP FPO [FSI],55334624,Financial Services,Asset Management
FTC.AX,FIN CHAIN CDI 1:1 [FTC],4555390,Technology,Software - Infrastructure
FTL.AX,FIRETAIL FPO [FTL],23870014,Basic Materials,Other Precious Metals & Mining
FTZ.AX,FERTOZ FPO [FTZ],7411525,Basic Materials,Agricultural Inputs
FUL.AX,FULLITHIUM FPO [FUL],22942500,Basic Materials,Other Industrial Metals & Mining
FWD.AX,FLEETWOOD FPO [FWD],175043600,Industrials,Engineering & Construction
FXG.AX,FELIX GOLD FPO [FXG],36152160,Basic Materials,Gold
FZR.AX,FZRIVCORP FPO [FZR],13494250,Energy,Oil & Gas E&P
G11.AX,G11 FPO [G11],16432575,Basic Materials,Other Industrial Metals & Mining
G1A.AX,"G1A.AX,0P0001B8EJ,0",N/A,N/A,N/A
G50.AX,G50CORPLTD FPO [G50],22341600,Basic Materials,Other Precious Metals & Mining
G6M.AX,GROUP6METL FPO [G6M],25100500,Basic Materials,Other Industrial Metals & Mining
G88.AX,MILE FPO [G88],4255407,Basic Materials,Other Industrial Metals & Mining
GAL.AX,GALILEO FPO [GAL],31619998,Basic Materials,Other Industrial Metals & Mining
GAP.AX,GALE PAC FPO [GAP],35501876,Consumer Cyclical,Textile Manufacturing
GAS.AX,STATE GAS FPO [GAS],16489241,Energy,Oil & Gas E&P
GBE.AX,GLOBE MET FPO [GBE],28480774,Basic Materials,Other Industrial Metals & Mining
GBR.AX,GREATBOULD FPO [GBR],35677700,Basic Materials,Other Industrial Metals & Mining
GBZ.AX,GBMRESOURC FPO [GBZ],8096830,Basic Materials,Gold
GC1.AX,GLENNON FPO [GC1],23082336,Financial,Asset Management
GCI.AX,GRYPHON UNITS [GCI],859876608,Financial,Asset Management
GCM.AX,GREENCRIT FPO [GCM],36243448,Basic Materials,Other Industrial Metals & Mining
GCR.AX,GOLD CROSS FPO [GCR],2194520,Basic Materials,Other Precious Metals & Mining
GDC.AX,GLOBALDATA STAPLED [GDC],110114024,Financial Services,Asset Management
GDF.AX,GARDAPRGRP STAPLED [GDF],257994400,Real Estate,Real Estate Services
GDG.AX,GEN DEV FPO [GDG],1143585792,Financial Services,Asset Management
GDI.AX,GDI PROP STAPLED [GDI],303656992,Real Estate,Real Estate Services
GDM.AX,GREATDIV FPO [GDM],10654006,Basic Materials,Gold
GED.AX,GOLD DEEP FPO [GED],3636528,Basic Materials,Other Industrial Metals & Mining
GEM.AX,G8 EDUCATE FPO [GEM],1032120128,Consumer Defensive,Education & Training Services
GEN.AX,GENMIN FPO [GEN],29247438,Basic Materials,Other Industrial Metals & Mining
GES.AX,GENESISRES FPO [GES],3131364,Basic Materials,Other Industrial Metals & Mining
GFL.AX,GBL MASTER FPO [GFL],41988960,Financial Services,Asset Management
GGE.AX,GRAND GULF FPO [GGE],4900780,Energy,Oil & Gas E&P
GGX.AX,"GGX.AX,0P00006XZJ,0",N/A,N/A,N/A
GHM.AX,GOLDHORSE CDI 1:1 [GHM],34298220,N/A,N/A
GHY.AX,GOLDHYDROG FPO [GHY],101434896,Energy,Oil & Gas E&P
GIB.AX,GIBBRIVER FPO [GIB],8580359,Basic Materials,Other Precious Metals & Mining
GL1.AX,GLOBALLITH FPO [GL1],44494440,Basic Materials,Other Industrial Metals & Mining
GLA.AX,GLADIATOR FPO [GLA],9099564,Basic Materials,Gold
GLB.AX,GLOBE INTL FPO [GLB],137245168,Consumer Cyclical,Apparel Manufacturing
GLE.AX,GLG CORP FPO [GLE],14820000,Consumer Cyclical,Apparel Manufacturing
GLH.AX,GLOBALHE FPO [GLH],8126930,Healthcare,Health Information Services
GLL.AX,GAL ENERGY FPO [GLL],5571930,Energy,Oil & Gas E&P
GLN.AX,GALANLITH FPO [GLN],99171144,Basic Materials,Other Industrial Metals & Mining
GMD.AX,GEN MINS FPO [GMD],3069955072,Basic Materials,Gold
GMG.AX,GOOD GROUP STAPLED [GMG],71532068864,Real Estate,Real Estate - Diversified
GML.AX,GATEWAY FPO [GML],8994040,Basic Materials,Gold
GMN.AX,GOLDMOUNTN FPO [GMN],13737660,Basic Materials,Gold
GNC.AX,GRAINCORP FPO [GNC],1641379200,Consumer Defensive,Farm Products
GNE.AX,GENESIS NZ FPO NZX [GNE],2156421120,Utilities,Utilities - Independent Power Producers
GNG.AX,GR ENGIN FPO [GNG],421313760,Basic Materials,Other Industrial Metals & Mining
GNM.AX,GREATNORTH FPO [GNM],1855547,Basic Materials,Gold
GNP.AX,GENUSPLUS FPO [GNP],479294784,Industrials,Engineering & Construction
GO2.AX,"GO2.AX,0P0001BMV4,0",N/A,N/A,N/A
GOR.AX,GOLDROAD FPO [GOR],2341483264,Basic Materials,Gold
GOW.AX,GOWING BRS FPO [GOW],119538048,Financial Services,Asset Management
GOZ.AX,GROWTHPRO STAPLED [GOZ],1794760448,Real Estate,REIT - Office
GPR.AX,GEO PAC FPO [GPR],24391198,Basic Materials,Gold
GPT.AX,GPT STAPLED [GPT],8447707648,Real Estate,REIT - Diversified
GQG.AX,GQGPARTNRS CDI FORUS [GQG],5440591872,Financial Services,Asset Management
GR8.AX,GREAT DIRT FPO [GR8],5988000,Basic Materials,Other Industrial Metals & Mining
GRE.AX,GTMETALS FPO [GRE],8074223,Basic Materials,Other Industrial Metals & Mining
GRL.AX,GODOLPHIN FPO [GRL],5027386,Basic Materials,Other Precious Metals & Mining
GRR.AX,GRANGE FPO [GRR],237254704,Basic Materials,Steel
GRV.AX,GREENVALE FPO [GRV],16066809,Energy,Oil & Gas E&P
GRX.AX,GREENXMETA FPO [GRX],207114160,Basic Materials,Copper
GSM.AX,GOLDENSTAT FPO [GSM],2234968,Basic Materials,Gold
GSN.AX,GREATSOUTH FPO [GSN],15805153,Basic Materials,Other Precious Metals & Mining
GSS.AX,GENETICSIG FPO [GSS],145368960,Healthcare,Diagnostics & Research
GT1.AX,GREENTECH FPO [GT1],28378896,Basic Materials,Other Industrial Metals & Mining
GTE.AX,GREAT WEST FPO [GTE],16914838,Basic Materials,Other Industrial Metals & Mining
GTG.AX,GENE TECH FPO [GTG],5671263,Healthcare,Diagnostics & Research
GTH.AX,"GTH.AX,0P0001BLIJ,0",N/A,N/A,N/A
GTI.AX,GRATIFII FPO [GTI],30700900,Technology,Software - Application
GTK.AX,GENTRACK FPO NZX [GTK],1211183616,Technology,Software - Infrastructure
GTN.AX,GTNETWORK FPO [GTN],111933752,Communication Services,Advertising Agencies
GTR.AX,GTI RES FPO [GTR],8888850,Energy,Uranium
GUE.AX,GLOBAL UR FPO [GUE],20457900,Energy,Uranium
GUL.AX,GULLEWA FPO [GUL],12427254,Basic Materials,Other Industrial Metals & Mining
GVF.AX,STAUDECGVF FPO [GVF],232594416,Financial Services,Asset Management
GW1.AX,GREENWING FPO [GW1],10588644,Basic Materials,Other Industrial Metals & Mining
GWA.AX,GWA GROUP FPO [GWA],649752256,Industrials,Building Products & Equipment
GWR.AX,GWR GROUP FPO [GWR],25376144,Basic Materials,Steel
GYG.AX,GUZ GOMEZ FPO [GYG],3973330176,Consumer Cyclical,Restaurants
H2G.AX,GREENHY2 FPO [H2G],2392736,Utilities,Utilities - Regulated Gas
HAL.AX,HALO TECH FPO [HAL],6431800,Technology,Software - Application
HAR.AX,HARANGA FPO [HAR],3833734,Basic Materials,Other Precious Metals & Mining
HAS.AX,HASTTECH FPO [HAS],59857384,Basic Materials,Other Industrial Metals & Mining
HAV.AX,HAVILAH FPO [HAV],71243760,Basic Materials,Gold
HAW.AX,HAWTHORN FPO [HAW],13735656,Basic Materials,Gold
HCD.AX,HYDROCARB FPO [HCD],1855684,Basic Materials,Specialty Chemicals
HCF.AX,HGHIGHCON FPO [HCF],16874752,N/A,N/A
HCH.AX,HOT CHILI FPO [HCH],113565000,Basic Materials,Copper
HCL.AX,HIGHCOMLTD FPO [HCL],17456110,Industrials,Aerospace & Defense
HCT.AX,HOLISTA FPO [HCT],7144175,Consumer Defensive,Packaged Foods
HCW.AX,HLTHCOREIT UNITS [HCW],532952864,Real Estate,REIT - Healthcare Facilities
HDN.AX,HOMECO DNR UNITS [HDN],2384164864,Real Estate,REIT - Retail
HE8.AX,HELIOS FPO [HE8],41664800,Energy,Oil & Gas E&P
HFR.AX,HIGHFIELD FPO [HFR],112277504,Basic Materials,Agricultural Inputs
HFY.AX,HUBIFYLTD FPO [HFY],4089088,Communication Services,Telecom Services
HGH.AX,HEARTLAND FPO NZX [HGH],842157696,Financial Services,Mortgage Finance
HGL.AX,HUDSON INV FPO [HGL],10387982,Real Estate,Real Estate - Development
HGO.AX,HILLGROVE FPO [HGO],111064672,Basic Materials,Copper
HHR.AX,HARTSHEAD FPO [HHR],16852080,Energy,Oil & Gas E&P
HIO.AX,HAWSONSIRO FPO [HIO],17280500,Basic Materials,Other Industrial Metals & Mining
HIQ.AX,HITIQLTD FPO [HIQ],17343072,Healthcare,Health Information Services
HIT.AX,HITECH GRP FPO [HIT],80370000,Industrials,Staffing & Employment Services
HLI.AX,HELIA GRP FPO [HLI],1237036544,Financial Services,Insurance - Specialty
HLO.AX,HELLOWORLD FPO [HLO],322379648,Consumer Cyclical,Travel Services
HLS.AX,HEALIUS FPO [HLS],1049262208,Healthcare,Diagnostics & Research
HLX.AX,HELIX FPO [HLX],10092570,Basic Materials,Other Industrial Metals & Mining
HLXE.AX,N/A,N/A,N/A,N/A
HM1.AX,HEARTS MND FPO [HM1],721293312,Financial Services,Asset Management
HMC.AX,HMC CAPLTD FPO [HMC],3999891968,Real Estate,REIT - Diversified
HMD.AX,HERAMED FPO [HMD],16636457,Healthcare,Medical Devices
HMG.AX,HAMELIN FPO [HMG],9327900,Basic Materials,Gold
HMI.AX,HIREMII FPO [HMI],6767290,Industrials,Staffing & Employment Services
HMX.AX,HAMMER FPO [HMX],31071564,Basic Materials,Other Precious Metals & Mining
HMY.AX,HARMONEY FPO [HMY],41805240,Financial Services,Credit Services
HNG.AX,HANCOCK GO FPO [HNG],131440760,Financial Services,Asset Management
HOR.AX,HORSESHOE FPO [HOR],8622666,Basic Materials,Other Industrial Metals & Mining
HPC.AX,HYDRATION FPO [HPC],6098259,Consumer Defensive,Food Distribution
HPG.AX,HIPAGES FPO [HPG],162194448,Technology,Software - Application
HPI.AX,HOTELPROP STAPLED [HPI],739152128,Real Estate,REIT - Diversified
HPP.AX,"HPP.AX,0P00006WC4,0",N/A,N/A,N/A
HPR.AX,HIGH PEAK FPO [HPR],17685100,Energy,Oil & Gas E&P
HRE.AX,HEAVY RARE FPO [HRE],6449054,Basic Materials,Other Industrial Metals & Mining
HRN.AX,HORIZONGLD FPO [HRN],69523200,Basic Materials,Gold
HRZ.AX,HORIZON FPO [HRZ],65764820,Basic Materials,Gold
HSN.AX,HANSEN TEC FPO [HSN],1067382784,Technology,Software - Application
HT8.AX,HARRIS FPO [HT8],3290485,Consumer Cyclical,Internet Retail
HTA.AX,HUTCHISON FPO [HTA],366457536,Communication Services,Telecom Services
HTG.AX,HARVESTTG FPO [HTG],17720980,Technology,Software - Application
HTM.AX,HIGH-TECH FPO [HTM],5090200,Basic Materials,Other Industrial Metals & Mining
HUB.AX,HUB24LTD FPO [HUB],5872851968,Financial Services,Capital Markets
HUM.AX,HUMMGROUP FPO [HUM],304891808,Financial Services,Credit Services
HVN.AX,HARVEY FPO [HVN],5868707328,Consumer Cyclical,Specialty Retail
HVY.AX,HEAVY MIN FPO [HVY],9050886,Basic Materials,Other Industrial Metals & Mining
HWK.AX,HAWKRES FPO [HWK],5472367,Basic Materials,Other Industrial Metals & Mining
HXL.AX,HEXIMA FPO [HXL],2171520,Financial Services,Shell Companies
HYD.AX,HYDRIX FPO [HYD],2727689,Technology,Scientific & Technical Instruments
HYT.AX,HYTERRA FPO [HYT],65078400,Energy,Oil & Gas E&P
HZN.AX,HOR OIL FPO [HZN],316933472,Energy,Oil & Gas E&P
HZR.AX,HAZERGROUP FPO [HZR],86348248,Basic Materials,Chemicals
I88.AX,INFINI RES FPO [I88],38791384,Basic Materials,Other Industrial Metals & Mining
IAG.AX,INSUR.AUST FPO [IAG],20246798336,Financial Services,Insurance - Property & Casualty
IAM.AX,INCOME AMG FPO [IAM],28857000,Financial Services,Asset Management
IBC.AX,IRONBARK FPO [IBC],48808760,Financial Services,Asset Management
IBX.AX,IMAGIONBIO FPO [IBX],3825478,Healthcare,Diagnostics & Research
ICE.AX,ICETANALIM FPO [ICE],3969420,Technology,Software - Application
ICG.AX,INCA MINLS FPO [ICG],7187040,Basic Materials,Other Industrial Metals & Mining
ICI.AX,ICANDY FPO [ICI],25608200,Communication Services,Electronic Gaming & Multimedia
ICL.AX,ICENIGOLD FPO [ICL],24015030,Basic Materials,Gold
ICN.AX,"ICN.AX,0P00006WLE,0",N/A,N/A,N/A
ICR.AX,INTELICARE FPO [ICR],3415237,Healthcare,Health Information Services
ICU.AX,ICUINV FPO [ICU],609022,Financial Services,Capital Markets
ID8.AX,IDENTITII FPO [ID8],10838997,Technology,Software - Application
IDA.AX,INDIANARES FPO [IDA],40492120,Basic Materials,Other Precious Metals & Mining
IDT.AX,IDT AUST FPO [IDT],47282616,Healthcare,Drug Manufacturers - Specialty & Generic
IDX.AX,INTEG DIAG FPO [IDX],1108020608,Healthcare,Diagnostics & Research
IEL.AX,IEL FPO [IEL],3456933120,Consumer Defensive,Education & Training Services
IEQ.AX,"IEQ.AX,0P00006WM8,0",N/A,N/A,N/A
IFG.AX,INFOCUS FPO [IFG],2463180,Technology,Information Technology Services
IFL.AX,INSIGNIA FPO [IFL],2751863296,Financial Services,Asset Management
IFM.AX,INFOMEDIA FPO [IFM],520182720,Technology,Software - Application
IFT.AX,INFRATIL FPO NZX [IFT],10352334848,Industrials,Conglomerates
IG6.AX,INTGRAPHIT FPO [IG6],9677900,Basic Materials,Other Industrial Metals & Mining
IGL.AX,IVEGROUP FPO [IGL],325266880,Communication Services,Advertising Agencies
IGN.AX,IGNITE FPO [IGN],10688617,Industrials,Staffing & Employment Services
IGO.AX,IGOLIMITED FPO [IGO],3740903680,Basic Materials,Other Industrial Metals & Mining
IIQ.AX,INOVIQ LTD FPO [IIQ],55205864,Healthcare,Diagnostics & Research
IKE.AX,IKE GPS FPO NZX [IKE],83590000,Technology,Scientific & Technical Instruments
ILA.AX,ISLAND PHA FPO [ILA],29963504,Healthcare,Biotechnology
ILT.AX,ILTANI RES FPO [ILT],9646770,Basic Materials,Other Precious Metals & Mining
ILU.AX,ILUKA RES FPO [ILU],2316826880,Basic Materials,Other Industrial Metals & Mining
IMA.AX,IMAGE RES FPO [IMA],97983600,Basic Materials,Other Industrial Metals & Mining
IMB.AX,INTELLMGL FPO [IMB],179319440,Industrials,Security & Protection Services
IMC.AX,IMMURON FPO [IMC],18695836,Healthcare,Biotechnology
IMD.AX,IMDEX FPO [IMD],1248894464,Industrials,Farm & Heavy Construction Machinery
IME.AX,IMEXHS FPO [IME],16750215,Healthcare,Health Information Services
IMI.AX,INFINITY FPO [IMI],4631176,Basic Materials,Other Industrial Metals & Mining
IMM.AX,IMMUTEP FPO [IMM],472735232,Healthcare,Biotechnology
IMR.AX,IMRICOR CDI FORUS [IMR],336369120,Healthcare,Medical Devices
IMU.AX,IMUGENE FPO [IMU],325384448,Healthcare,Biotechnology
INA.AX,INGENIA STAPLED [INA],1878957696,Real Estate,REIT - Residential
IND.AX,INDUSTRIAL FPO [IND],9638699,Basic Materials,Other Industrial Metals & Mining
INF.AX,INF LITHI FPO [INF],13415168,Basic Materials,Other Industrial Metals & Mining
ING.AX,INGHAMS FPO [ING],1185659264,Consumer Defensive,Farm Products
INR.AX,IONEER FPO [INR],374103968,Basic Materials,Other Industrial Metals & Mining
INV.AX,INVESTSGRP FPO [INV],17831250,Financial Services,Financial Conglomerates
IOD.AX,IODM FPO [IOD],92010160,Technology,Software - Application
ION.AX,IONDRIVE FPO [ION],25852426,Basic Materials,Gold
IPB.AX,IPB PET FPO [IPB],4238418,Energy,Oil & Gas E&P
IPC.AX,IM PACIFIC FPO [IPC],8561191,Financial Services,Asset Management
IPD.AX,IMPEDIMED FPO [IPD],107286840,Healthcare,Medical Devices
IPG.AX,IPDGROUP FPO [IPG],391963328,Industrials,Specialty Industrial Machinery
IPH.AX,IPHLIMITED FPO [IPH],1342230400,Industrials,Specialty Business Services
IPL.AX,INCITEC PV FPO [IPL],5556335104,Basic Materials,Specialty Chemicals
IPT.AX,IMPACT MIN FPO [IPT],33653728,Basic Materials,Other Industrial Metals & Mining
IPX.AX,IPERIONX FPO [IPX],1498639360,Basic Materials,Other Industrial Metals & Mining
IR1.AX,IRISMETALS FPO [IR1],42338156,Basic Materials,Gold
IRD.AX,IRON ROAD FPO [IRD],47431124,Basic Materials,Steel
IRE.AX,IRESS FPO [IRE],1729666048,Technology,Software - Application
IRI.AX,INT RESRCH FPO [IRI],78035320,Technology,Software - Application
IRX.AX,INHALERX FPO [IRX],6189992,Healthcare,Medical Devices
IS3.AX,ISYNERGY FPO [IS3],1424872,Communication Services,Advertising Agencies
ITM.AX,ITECHMIN FPO [ITM],11445946,Basic Materials,Other Industrial Metals & Mining
IVG.AX,N/A,N/A,N/A,N/A
IVR.AX,INVESTIGAT FPO [IVR],33366480,Basic Materials,Other Industrial Metals & Mining
IVT.AX,INVENTIS FPO [IVT],1910610,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
IVX.AX,INVION FPO [IVX],18162480,Healthcare,Drug Manufacturers - Specialty & Generic
IVZ.AX,INVICTUS FPO [IVZ],126674928,Energy,Oil & Gas E&P
IXC.AX,INVEX THER FPO [IXC],5260766,Healthcare,Biotechnology
IXR.AX,IONICRARE FPO [IXR],36599008,Basic Materials,Other Industrial Metals & Mining
IXU.AX,IXUP FPO [IXU],20319900,Technology,Software - Infrastructure
JAL.AX,JAMESON FPO [JAL],24429320,Basic Materials,Coking Coal
JAN.AX,JANISON FPO [JAN],46779840,Technology,Software - Application
JAT.AX,JATCORP FPO [JAT],45796688,Consumer Defensive,Packaged Foods
JAV.AX,JAVELIN FPO [JAV],18065880,Basic Materials,Other Industrial Metals & Mining
JAY.AX,JAYRIDE FPO [JAY],715737,Consumer Cyclical,Travel Services
JBH.AX,JB HI-FI FPO [JBH],10609771520,Consumer Cyclical,Specialty Retail
JBY.AX,JAMESBAY FPO [JBY],56007492,Basic Materials,Other Industrial Metals & Mining
JCS.AX,JCURVE FPO [JCS],9910290,Technology,Software - Application
JDO.AX,JUDOCAPHOL FPO [JDO],2039255168,Financial Services,Banks - Regional
JGH.AX,JADE GAS FPO [JGH],59039048,Energy,Oil & Gas E&P
JHX.AX,J HARDIE CDI 1:1 [JHX],21615378432,Basic Materials,Building Materials
JIN.AX,JUMBO INT FPO [JIN],830390272,Consumer Cyclical,Gambling
JLG.AX,JOHNS LYNG FPO [JLG],1044005184,Industrials,Engineering & Construction
JLL.AX,JINDALEE FPO [JLL],15454278,Basic Materials,Other Industrial Metals & Mining
JMS.AX,JUPITER M FPO [JMS],264740416,Basic Materials,Other Industrial Metals & Mining
JNO.AX,JUNO FPO [JNO],5649399,Basic Materials,Other Industrial Metals & Mining
JPR.AX,JUPITERENG FPO [JPR],36986308,Energy,Oil & Gas E&P
JRV.AX,JERVOIS FPO [JRV],29730360,Basic Materials,Other Industrial Metals & Mining
JYC.AX,JOYCE FPO [JYC],132766152,Consumer Cyclical,Specialty Retail
KAI.AX,KAIROS FPO [KAI],34201832,Basic Materials,Gold
KAL.AX,KALGOORLIE FPO [KAL],4915944,Basic Materials,Gold
KAM.AX,KASSET MGT FPO [KAM],17117034,Financial Services,Asset Management
KAR.AX,KAROON FPO [KAR],1077761664,Energy,Oil & Gas E&P
KAT.AX,KATANA FPO [KAT],39278876,Financial Services,Asset Management
KAU.AX,KAISERREEF FPO [KAU],41433316,Basic Materials,Gold
KBC.AX,KEYBRIDGE FPO [KBC],10003386,Financial Services,Asset Management
KCC.AX,KINCORACOP CDI 1:1 [KCC],9798420,Basic Materials,Copper
KCN.AX,KINGSGATE FPO [KCN],340232640,Basic Materials,Gold
KDY.AX,"KDY.AX,0P00006XZW,0",N/A,N/A,N/A
KEY.AX,KEY PETROL FPO [KEY],1284154,Energy,Oil & Gas E&P
KFM.AX,KINGFISHER FPO [KFM],1826310,Basic Materials,Other Precious Metals & Mining
KGD.AX,KULA FPO [KGD],3405240,Basic Materials,Gold
KGL.AX,KGL FPO [KGL],57682060,Basic Materials,Other Industrial Metals & Mining
KGN.AX,KOGAN.COM FPO [KGN],582902208,Consumer Cyclical,Internet Retail
KKC.AX,KKR CR INC UNITS [KKC],N/A,N/A,N/A
KKO.AX,KINETIKO FPO [KKO],104579064,Energy,Oil & Gas E&P
KLI.AX,KILLI FPO [KLI],6730752,Basic Materials,Other Industrial Metals & Mining
KLL.AX,"KLL.AX,0P00019GXX,0",N/A,N/A,N/A
KLR.AX,"KLR.AX,0P00006WRM,0",1179200,Basic Materials,Other Industrial Metals & Mining
KLS.AX,KELSIAN FPO [KLS],938144384,Industrials,Railroads
KM1.AX,KALIMETALS FPO [KM1],18079000,N/A,N/A
KMD.AX,KMDBRANDS FPO NZX [KMD],282576160,Consumer Cyclical,Apparel Manufacturing
KME.AX,KIPMCGRATH FPO [KME],26147550,Consumer Defensive,Education & Training Services
KNB.AX,KOONENBERR FPO [KNB],13114304,Basic Materials,Gold
KNG.AX,KINGMINLTD FPO [KNG],9070112,Basic Materials,Other Industrial Metals & Mining
